882805,862.821231
446612,1337.527653
63559,1120.243709
375836,1343.025446
985141,1869.791638
1762728,1420.548159
850252,1427.767964
1859185,1613.380835
1869933,1927.254548
142954,1941.502132
844663,1081.146376
1278814,1351.267117
1265800,1557.266238
116128,1876.791607
1253622,1263.190211
680920,1066.043501
1940335,950.963977
1104798,1337.6023
256983,984.666644
1955170,1873.566885
1027542,1585.222555
1932649,1597.127199
996356,1486.040421
972457,1502.331811
186766,1121.513507
1070639,1303.57087
126645,1993.472494
932223,1264.803328
1489207,2114.174403
1749322,1749.683561
785982,1331.601489
637623,1345.838774
713935,1278.2517
1119785,607.096471
1099752,1480.497647
534080,983.481854
962979,1626.674249
764441,1538.834919
104229,2123.910795
832691,1527.127377
995835,1455.458469
395474,1253.892821
129891,2188.246919
1153237,1107.209467
812590,1506.094498
61008,1184.599384
766475,1696.159395
846261,1292.905463
1762733,1035.054787
65390,672.924673
127060,1118.74528
422328,1835.615766
1605148,2379.209046
1162426,2290.31129
351992,1471.435422
374841,1379.083173
1846237,1350.575311
98229,1006.246432
1762729,1276.375209
97810,965.970231
846085,1066.143441
391521,972.119327
1762731,695.841369
741572,1640.321905
1255789,1658.578457
1258642,1741.224051
1071416,1453.303871
490173,1108.589058
221948,1406.790876
2514777,1459.117423
784974,1380.076524
410473,602.087562
820619,1859.392658
187590,703.590755
51083,951.556217
476367,458.103057
1816243,2184.359802
1492012,1101.080873
713442,1700.316606
553131,1694.047008
315550,515.232852
803402,1249.032829
1587910,987.316542
397475,1060.263841
476149,1445.50327
1988753,1719.863099
569636,1275.871512
178966,1561.960149
736216,928.718458
207659,1406.773637
1612454,1668.754111
2090843,555.692625
1829381,968.191775
816734,1472.889092
1400686,1504.046696
46626,468.362794
1115737,2157.3759
2025940,1214.335264
433005,2191.041565
665129,892.413524
1046951,1383.90654
1561394,1179.055191
549280,1536.238203
714001,2026.984284
696225,1717.103901
1642169,1629.019352
61007,969.836271
834587,1299.078257
2201876,1634.320479
817174,1533.961184
2022718,1856.994412
114635,1603.163352
539394,1767.280433
806376,1693.05119
29563,896.958801
795232,1770.12636
540798,1404.526988
722235,1018.281224
277210,1307.803981
185223,947.303433
1609741,1665.142804
735356,1216.113835
713703,693.739392
221950,1617.012568
46629,599.012618
830082,1128.825554
130754,1130.849565
124993,1616.528712
1614054,1456.046143
1474956,1713.678589
2044368,1569.239062
1065224,1232.192059
667685,1451.446217
878721,1767.715729
666445,1734.996988
123679,977.464754
1162425,2290.31129
877335,1477.71567
160106,1254.53095
829567,757.832708
163054,1361.273683
1513222,599.539587
848234,1169.424658
96006,1122.859025
514518,1303.234602
836641,958.54591
2279985,680.55761
1594731,1198.85079
815857,1734.310146
297663,1424.248306
951053,1784.461394
637549,1115.078196
200274,829.696413
1608832,1597.033796
119953,768.181362
1897567,1557.524972
53554,1479.634705
736215,2210.572985
2118443,1567.390995
308009,1399.232836
658387,1479.836726
1053520,1710.68772
242822,1252.9397
676172,1797.633909
867343,883.955993
1849273,2003.62128
558049,1322.262671
553854,1511.644014
774965,1729.10259
1143704,988.904043
541392,1691.233098
1269453,1449.640628
1619555,1801.197118
2004646,1016.347947
1988748,1583.843697
1928891,661.620072
369921,1221.653049
47055,593.296598
1131984,1271.467082
714175,1652.246919
315553,595.856724
1298486,1347.630071
507728,1458.451826
760034,1096.216806
1988751,1225.984803
675330,1368.673887
780914,1585.919345
453042,1437.346886
808849,1326.34366
1623093,1659.174521
943403,904.623964
1608726,1366.256879
69404,933.779451
700546,1231.545203
1385397,1906.520424
991733,1818.497874
1805627,2073.559503
190951,1101.469868
490154,1082.004971
718156,1890.70793
139446,1627.125077
315551,899.833964
382930,1646.260968
82962,1235.54706
380646,1690.719754
820004,1195.623699
2245774,1864.91015
316622,823.311289
1675842,1524.924826
514516,1570.534371
223397,1809.18281
109939,1250.477498
671411,984.078694
391522,1205.417788
318240,1021.481072
1582619,1135.095872
124217,1434.233891
869197,1589.698609
178645,1854.43267
1711830,1169.064458
1128411,1963.009305
646530,1492.082693
2097898,1896.458247
1836302,1374.2286
974142,1294.156275
537377,1351.743629
149388,1502.372294
803704,1350.098796
574471,1475.802703
300549,820.349139
407314,1396.24289
734339,1700.773304
1643270,1769.670266
128323,650.648615
1682373,1731.383388
136553,1830.396002
1065898,1133.18512
109938,785.979708
791636,1272.823088
871154,1403.452568
1608849,1026.261599
1062394,2014.250653
206985,526.253045
1269345,1216.987109
1088292,1720.145599
889729,1627.470529
1347841,1141.5868
453359,527.421529
1395958,1016.291949
846260,1110.108728
10819,668.195476
781124,1272.178208
949888,1426.416386
812721,1274.688482
557963,1322.871547
95583,1757.104683
2640147,711.440602
304602,1520.16196
2246465,1773.215703
1405980,1316.532353
1322507,926.56849
736217,616.993672
1969946,1829.055793
520475,1469.013004
1854034,1569.040944
164020,1632.524823
787430,1395.450212
161787,1599.663994
853926,1427.008768
871446,1046.722704
677872,1277.667479
297411,1543.104268
1041874,1377.658777
1975855,1383.771595
1587909,1292.50001
890190,2173.337353
1618411,1388.331235
1018238,1542.570138
86324,1633.303977
918723,1456.9882
176960,1552.031952
522773,1317.261986
1405981,1578.03304
509510,1977.378071
932185,1246.050707
760488,1696.156449
1256532,1270.139751
130217,976.740519
490679,960.712333
869222,2211.753358
471598,1611.875305
345189,2060.109104
892780,1372.460244
1262009,1115.945628
969651,1501.394954
225301,1421.715344
1645699,1315.33445
1034482,1591.985532
667688,870.730932
136399,1104.136862
1509414,866.57861
1844417,1624.59016
983692,1296.881911
846259,1524.325002
221289,1188.11987
523139,1223.499809
536191,996.249113
65419,499.803785
984334,1082.673045
328472,1464.855568
937647,1531.809362
916631,1624.862356
1821081,1391.643976
836907,1583.362746
415887,1416.374413
912123,1254.819199
1417132,1429.68622
1551961,1618.397866
1594729,1002.564725
1570183,1385.100966
983680,1594.728201
431147,1437.079296
69405,1513.762728
17908,963.195453
276595,942.572502
340104,1134.899259
374114,1433.652783
799913,1732.090157
659439,1207.672447
1513236,505.467384
239265,1241.720477
832140,1534.0888
661705,1700.141349
909032,1853.918118
2060302,1451.860929
1860433,2028.607972
118068,2026.914848
300198,1036.081753
1558497,1400.407638
1957429,1724.592339
51088,927.253543
329283,1351.476668
1086057,1699.848076
924759,2865.928713
240192,641.883943
1036393,1148.898563
493755,1243.892991
792410,1231.09758
1897577,1654.533128
299167,1202.838382
2102289,1416.575609
1594730,1436.984346
1970829,1608.917519
125099,1056.429457
230523,1478.145623
1136506,1346.79184
2014469,1626.753289
1091249,1616.951152
1029562,1997.739652
722238,1180.746912
1861763,1276.303253
1492011,1170.807239
1257955,1092.592413
1474944,1338.813864
945358,994.167839
1827412,1115.46373
389398,1139.00699
638493,1577.275634
1675834,1340.160336
203625,751.025407
168456,1008.37886
434870,1522.615549
232673,1112.469605
1783725,1412.563532
1059388,1533.253527
979230,1037.832389
602973,1426.347372
1257907,577.371385
1256370,625.282339
127232,609.57537
925540,1704.298203
130500,1654.668144
814293,1542.660125
637625,1239.359514
786980,1612.112082
1027065,1778.767945
2060306,1134.354149
1645700,1148.202854
1032126,1649.039996
366142,1455.164641
822651,1662.992442
1483372,1331.064538
553728,803.249745
1264972,1429.136895
632523,1398.313707
1900434,1227.963744
1626537,1905.599303
1925194,1717.944878
1917158,1502.609413
616929,1333.444878
